OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
76,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,76,Nebo to Strathmore,Operational,275,Queensland,5,20120710,,1.503040463
77,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,77,Nebo to Strathmore,Operational,275,Queensland,5,20120710,,1.503153366
78,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,78,Collinsville Power Station to Strathmore,Operational,132,Queensland,5,20120710,,0.058990257
79,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,79,Stony Creek to North Goonyella Tee,Operational,132,Queensland,5,20120710,,0.361641239
80,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,80,Collinsville Power Station to Stony Creek,Operational,132,Queensland,5,20120710,,0.81992288
81,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,81,Goonyella Rivers to Moranbah,Operational,132,Queensland,5,20130116,,0.276927854
82,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,82,Newlands to Goonyella Riverside,Operational,132,Queensland,5,20130116,,0.775359674
83,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,83,Lilyvale to Broadsound,Operational,275,Queensland,5,20120710,,1.050168599
84,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,84,Lilyvale to Clermont,Operational,132,Queensland,5,20120710,,0.883941585
85,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,85,Barcaldine to Barcaldine Power Station,Operational,132,Queensland,3,20120710,,0.00219328
86,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,86,Middle Ridge 275 to Middle Ridge 110,Operational,110,Queensland,5,20120710,,0.002940401
87,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,87,Darling Downs Power Station to Braemar,Operational,275,Queensland,5,20130115,,0.006673016
88,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,88,Darling Downs Power Station to Braemar,Operational,275,Queensland,5,20130115,,0.006915554
89,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,89,Darling Downs Power Station to Braemar,Operational,275,Queensland,5,20130115,,0.006673016
90,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,90,Darling Downs Power Station to Braemar,Operational,275,Queensland,5,20130115,,0.006915554
